"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","SPN","DistinguishedName"
"HS-ITS-OUT2010$","HS-ITS-OUT2010","6/28/2013 4:16:04 PM","10/13/2021 10:47:09 AM","CmRcService/hs-its-out2010.HS.wvu-ad.wvu.edu;CmRcService/HS-ITS-OUT2010;TERMSRV/HS-ITS-OUT2010;TERMSRV/hs-its-out2010.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HS-ITS-OUT2010;HOST/HS-ITS-OUT2010;RestrictedKrbHost/HS-ITS-OUT2010.HS.wvu-ad.wvu.edu;HOST/HS-ITS-OUT2010.HS.wvu-ad.wvu.edu","CN=HS-ITS-OUT2010,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"KONDRLA-SP3$","kondrla-sp3","10/31/2014 11:19:16 AM","8/10/2021 2:21:12 PM","CmRcService/KONDRLA-SP3;CmRcService/kondrla-sp3.HS.wvu-ad.wvu.edu;TERMSRV/KONDRLA-SP3;TERMSRV/kondrla-sp3.HS.wvu-ad.wvu.edu;WSMAN/kondrla-sp3;WSMAN/kondrla-sp3.HS.wvu-ad.wvu.edu;RestrictedKrbHost/kondrla-sp3;HOST/kondrla-sp3;RestrictedKrbHost/kondrla-sp3.HS.wvu-ad.wvu.edu;HOST/kondrla-sp3.HS.wvu-ad.wvu.edu","CN=kondrla-sp3,OU=Networking,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU74JBMM1$","CWVU74JBMM1","12/19/2013 12:55:39 PM","10/13/2021 10:42:36 AM","TERMSRV/cwvu74jbmm1.HS.wvu-ad.wvu.edu;TERMSRV/CWVU74JBMM1;CmRcService/cwvu74jbmm1.HS.wvu-ad.wvu.edu;CmRcService/CWVU74JBMM1;RestrictedKrbHost/cwvu74jbmm1.HS.wvu-ad.wvu.edu;HOST/cwvu74jbmm1.HS.wvu-ad.wvu.edu;RestrictedKrbHost/CWVU74JBMM1;HOST/CWVU74JBMM1","CN=CWVU74JBMM1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DMONDAY-MDTV$","DMONDAY-MDTV","5/22/2013 12:44:10 PM","10/13/2021 10:43:27 AM","TERMSRV/DMONDAY-MDTV;TERMSRV/dmonday-mdtv.HS.wvu-ad.wvu.edu;CmRcService/dmonday-mdtv.HS.wvu-ad.wvu.edu;CmRcService/DMONDAY-MDTV;RestrictedKrbHost/DMONDAY-MDTV;HOST/DMONDAY-MDTV;RestrictedKrbHost/DMONDAY-MDTV.HS.wvu-ad.wvu.edu;HOST/DMONDAY-MDTV.HS.wvu-ad.wvu.edu","CN=DMONDAY-MDTV,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-RAP$","HSC-RAP","8/22/2014 4:46:41 PM","3/10/2021 2:17:36 PM","CmRcService/HSC-RAP.HS.wvu-ad.wvu.edu;CmRcService/HSC-RAP;TERMSRV/HSC-RAP;TERMSRV/HSC-RAP.HS.wvu-ad.wvu.edu;WSMAN/HSC-RAP.HS.wvu-ad.wvu.edu;WSMAN/HSC-RAP;RestrictedKrbHost/HSC-RAP;HOST/HSC-RAP;RestrictedKrbHost/HSC-RAP.HS.wvu-ad.wvu.edu;HOST/HSC-RAP.HS.wvu-ad.wvu.edu","CN=HSC-RAP,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SEP12$","SEP12","3/7/2013 11:17:09 AM","3/10/2021 2:02:26 PM","CmRcService/SEP12;CmRcService/sep12.HS.wvu-ad.wvu.edu;WSMAN/sep12;WSMAN/sep12.HS.wvu-ad.wvu.edu;TERMSRV/SEP12;TERMSRV/sep12.HS.wvu-ad.wvu.edu;RestrictedKrbHost/SEP12;HOST/SEP12;RestrictedKrbHost/SEP12.HS.wvu-ad.wvu.edu;HOST/SEP12.HS.wvu-ad.wvu.edu","CN=SEP12,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYNBB01$","HSOBGYNBB01","4/16/2012 10:09:39 AM","10/13/2021 10:47:55 AM","TERMSRV/HSOBGYNBB01;TERMSRV/HSOBGYNBB01.HS.wvu-ad.wvu.edu;CmRcService/HSOBGYNBB01;CmRcService/HSOBGYNBB01.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSOBGYNBB01;HOST/HSOBGYNBB01;RestrictedKrbHost/HSOBGYNBB01.HS.wvu-ad.wvu.edu;HOST/HSOBGYNBB01.HS.wvu-ad.wvu.edu","CN=HSOBGYNBB01,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUMYCHART6$","CWVUMYCHART6","10/3/2014 9:34:14 AM","10/13/2021 10:43:12 AM","TERMSRV/CWVUMYCHART6;TERMSRV/CWVUMYCHART6.HS.wvu-ad.wvu.edu;CmRcService/CWVUMYCHART6.HS.wvu-ad.wvu.edu;CmRcService/CWVUMYCHART6;RestrictedKrbHost/CWVUMYCHART6;HOST/CWVUMYCHART6;RestrictedKrbHost/CWVUMYCHART6.HS.wvu-ad.wvu.edu;HOST/CWVUMYCHART6.HS.wvu-ad.wvu.edu","CN=CWVUMYCHART6,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-ADUNBAR2$","MD-ADUNBAR2","6/27/2013 11:18:03 AM","10/13/2021 10:51:34 AM","CmRcService/MD-ADUNBAR2.HS.wvu-ad.wvu.edu;CmRcService/MD-ADUNBAR2;RestrictedKrbHost/MD-ADUNBAR2;HOST/MD-ADUNBAR2;RestrictedKrbHost/MD-ADUNBAR2.HS.wvu-ad.wvu.edu;HOST/MD-ADUNBAR2.HS.wvu-ad.wvu.edu","CN=MD-ADUNBAR2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSCVMCR$","CHSCVMCR","11/5/2014 3:19:07 PM","3/11/2021 3:12:13 PM","MSSQLSvc/CHSCVMCR.HS.wvu-ad.wvu.edu;MSSQLSvc/CHSCVMCR.HS.wvu-ad.wvu.edu:1433;MSSQLSvc/CHSCVMCR.HS.wvu-ad.wvu.edu:ADK;TERMSRV/CHSCVMCR.HS.wvu-ad.wvu.edu;TERMSRV/CHSCVMCR;CmRcService/CHSCVMCR;CmRcService/CHSCVMCR.HS.wvu-ad.wvu.edu;Microsoft Virtual Console Service/CHSCVMCR.HS.wvu-ad.wvu.edu;Microsoft Virtual Console Service/CHSCVMCR;Microsoft Virtual System Migration Service/CHSCVMCR.HS.wvu-ad.wvu.edu;Microsoft Virtual System Migration Service/CHSCVMCR;Hyper-V Replica Service/CHSCVMCR;Hyper-V Replica Service/CHSCVMCR.HS.wvu-ad.wvu.edu;WSMAN/CHSCVMCR;WSMAN/CHSCVMCR.HS.wvu-ad.wvu.edu;RestrictedKrbHost/CHSCVMCR;HOST/CHSCVMCR;RestrictedKrbHost/CHSCVMCR.HS.wvu-ad.wvu.edu;HOST/CHSCVMCR.HS.wvu-ad.wvu.edu","CN=CHSCVMCR,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSINFDECD4$","HSINFDECD4","4/29/2013 10:29:26 AM","10/13/2021 10:46:49 AM","TERMSRV/HSINFDECD4.HS.wvu-ad.wvu.edu;TERMSRV/HSINFDECD4;CmRcService/HSINFDECD4;CmRcService/HSINFDECD4.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSINFDECD4;HOST/HSINFDECD4;RestrictedKrbHost/HSINFDECD4.HS.wvu-ad.wvu.edu;HOST/HSINFDECD4.HS.wvu-ad.wvu.edu","CN=HSINFDECD4,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"KSANDJEKCLIN-SO$","KSANDJEKCLIN-SO","9/7/2011 9:40:10 AM","10/13/2021 10:50:56 AM","CmRcService/ksandjekclin-son.HS.wvu-ad.wvu.edu;CmRcService/KSANDJEKCLIN-SO;TERMSRV/KSANDJEKCLIN-SO;TERMSRV/ksandjekclin-son.HS.wvu-ad.wvu.edu;RestrictedKrbHost/ksandjekclin-son.HS.wvu-ad.wvu.edu;HOST/ksandjekclin-son.HS.wvu-ad.wvu.edu;RestrictedKrbHost/KSANDJEKCLIN-SO;HOST/KSANDJEKCLIN-SO","CN=KSANDJEKCLIN-SO,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUC6005RZ8$","CWVUC6005RZ8","11/3/2014 12:16:59 PM","10/13/2021 10:42:51 AM","TERMSRV/CWVUC6005RZ8;TERMSRV/CWVUC6005RZ8.HS.wvu-ad.wvu.edu;CmRcService/CWVUC6005RZ8.HS.wvu-ad.wvu.edu;CmRcService/CWVUC6005RZ8;RestrictedKrbHost/CWVUC6005RZ8;HOST/CWVUC6005RZ8;RestrictedKrbHost/CWVUC6005RZ8.HS.wvu-ad.wvu.edu;HOST/CWVUC6005RZ8.HS.wvu-ad.wvu.edu","CN=CWVUC6005RZ8,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SCANIT03$","SCANIT03","1/29/2010 9:45:51 AM","10/13/2021 10:52:31 AM","TERMSRV/SCANIT03;TERMSRV/scanit03.HS.wvu-ad.wvu.edu;CmRcService/scanit03.HS.wvu-ad.wvu.edu;CmRcService/SCANIT03;RestrictedKrbHost/scanit03.HS.wvu-ad.wvu.edu;HOST/scanit03.HS.wvu-ad.wvu.edu;RestrictedKrbHost/SCANIT03;HOST/SCANIT03","CN=SCANIT03,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SUDIXON-WIN7$","SUDIXON-WIN7","10/4/2011 2:51:54 PM","10/13/2021 10:53:28 AM","CmRcService/SUDIXON-WIN7;CmRcService/SuDixon-Win7.HS.wvu-ad.wvu.edu;TERMSRV/SUDIXON-WIN7;TERMSRV/SuDixon-Win7.HS.wvu-ad.wvu.edu;RestrictedKrbHost/SuDixon-Win7.HS.wvu-ad.wvu.edu;HOST/SuDixon-Win7.HS.wvu-ad.wvu.edu;RestrictedKrbHost/SUDIXON-WIN7;HOST/SUDIXON-WIN7","CN=SUDIXON-WIN7,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHPAESCF$","HSHPAESCF","8/16/2013 1:08:25 PM","10/13/2021 10:46:34 AM","CmRcService/HSHPAESCF.HS.wvu-ad.wvu.edu;CmRcService/HSHPAESCF;WSMAN/HSHPAESCF;WSMAN/HSHPAESCF.HS.wvu-ad.wvu.edu;TERMSRV/HSHPAESCF.HS.wvu-ad.wvu.edu;TERMSRV/HSHPAESCF;RestrictedKrbHost/HSHPAESCF;HOST/HSHPAESCF;RestrictedKrbHost/HSHPAESCF.HS.wvu-ad.wvu.edu;HOST/HSHPAESCF.HS.wvu-ad.wvu.edu","CN=HSHPAESCF,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUGD831L1$","CWVUGD831L1","12/30/2009 4:18:48 PM","10/13/2021 10:43:06 AM","CmRcService/CWVUGD831L1;CmRcService/CWVUGD831L1.HS.wvu-ad.wvu.edu;MSSQLSvc/CWVUGD831L1.HS.wvu-ad.wvu.edu:SQLEXPRESS;MSSQLSvc/CWVUGD831L1.HS.wvu-ad.wvu.edu:55655;MSSQLSvc/CWVUGD831L1.HS.wvu-ad.wvu.edu:49181;MSSQLSvc/CWVUGD831L1.HS.wvu-ad.wvu.edu:49180;TERMSRV/CWVUGD831L1.HS.wvu-ad.wvu.edu;TERMSRV/CWVUGD831L1;RestrictedKrbHost/CWVUGD831L1;HOST/CWVUGD831L1;RestrictedKrbHost/CWVUGD831l1.HS.wvu-ad.wvu.edu;HOST/CWVUGD831l1.HS.wvu-ad.wvu.edu","CN=CWVUGD831L1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H52969$","H52969","11/11/2014 10:31:30 AM","11/19/2021 10:02:48 PM","WSMAN/H52969;WSMAN/H52969.HS.wvu-ad.wvu.edu;CmRcService/H52969.HS.wvu-ad.wvu.edu;CmRcService/H52969;TERMSRV/H52969;TERMSRV/H52969.HS.wvu-ad.wvu.edu;RestrictedKrbHost/H52969;HOST/H52969;RestrictedKrbHost/H52969.HS.wvu-ad.wvu.edu;HOST/H52969.HS.wvu-ad.wvu.edu","CN=H52969,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H52925$","H52925","11/11/2014 10:50:46 AM","11/11/2021 3:32:04 PM","WSMAN/H52925.HS.wvu-ad.wvu.edu;WSMAN/H52925;CmRcService/H52925;CmRcService/H52925.HS.wvu-ad.wvu.edu;TERMSRV/H52925.HS.wvu-ad.wvu.edu;TERMSRV/H52925;RestrictedKrbHost/H52925;HOST/H52925;RestrictedKrbHost/H52925.HS.wvu-ad.wvu.edu;HOST/H52925.HS.wvu-ad.wvu.edu","CN=H52925,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H53384$","H53384","11/11/2014 11:01:06 AM","11/10/2021 11:32:11 PM","WSMAN/H53384.HS.wvu-ad.wvu.edu;WSMAN/H53384;CmRcService/H53384;CmRcService/H53384.HS.wvu-ad.wvu.edu;TERMSRV/H53384.HS.wvu-ad.wvu.edu;TERMSRV/H53384;RestrictedKrbHost/H53384;HOST/H53384;RestrictedKrbHost/H53384.HS.wvu-ad.wvu.edu;HOST/H53384.HS.wvu-ad.wvu.edu","CN=H53384,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSCSCCM$","CHSCSCCM","11/11/2014 1:11:59 PM","7/29/2019 3:24:08 PM","CmRcService/CHSCSCCM;CmRcService/CHSCSCCM.HS.wvu-ad.wvu.edu;MSSQLSvc/CHSCSCCM.HS.wvu-ad.wvu.edu;MSSQLSvc/CHSCSCCM.HS.wvu-ad.wvu.edu:1433;WSMAN/CHSCSCCM;WSMAN/CHSCSCCM.HS.wvu-ad.wvu.edu;TERMSRV/CHSCSCCM;TERMSRV/CHSCSCCM.HS.wvu-ad.wvu.edu;RestrictedKrbHost/CHSCSCCM;HOST/CHSCSCCM;RestrictedKrbHost/CHSCSCCM.HS.wvu-ad.wvu.edu;HOST/CHSCSCCM.HS.wvu-ad.wvu.edu","CN=CHSCSCCM,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-ISABELLA$","MD-ISABELLA","5/19/2011 1:45:09 PM","10/13/2021 10:51:34 AM","RestrictedKrbHost/MD-ISABELLA;HOST/MD-ISABELLA;RestrictedKrbHost/md-isabella.HS.wvu-ad.wvu.edu;HOST/md-isabella.HS.wvu-ad.wvu.edu","CN=MD-ISABELLA,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ENT-4FF1$","HS-ENT-4FF1","6/28/2011 8:45:18 AM","10/13/2021 10:46:04 AM","TERMSRV/HS-ENT-4FF1.HS.wvu-ad.wvu.edu;TERMSRV/HS-ENT-4FF1;RestrictedKrbHost/HS-ENT-4FF1;HOST/HS-ENT-4FF1;RestrictedKrbHost/HS-ENT-4FF1.HS.wvu-ad.wvu.edu;HOST/HS-ENT-4FF1.HS.wvu-ad.wvu.edu","CN=HS-ENT-4FF1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMEDF420$","HSCEMMEDF420","1/24/2011 8:42:14 AM","10/13/2021 10:45:17 AM","TERMSRV/HSCEMMEDF420;TERMSRV/HSCEMMEDF420.HS.wvu-ad.wvu.edu;CmRcService/HSCEMMEDF420.HS.wvu-ad.wvu.edu;CmRcService/HSCEMMEDF420;RestrictedKrbHost/HSCEMMEDF420;HOST/HSCEMMEDF420;RestrictedKrbHost/HSCEMMEDF420.HS.wvu-ad.wvu.edu;HOST/HSCEMMEDF420.HS.wvu-ad.wvu.edu","CN=HSCEMMEDF420,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOM-NB-CM$","SOM-NB-CM","6/2/2014 9:47:07 AM","10/13/2021 10:52:58 AM","RestrictedKrbHost/SOM-NB-CM;HOST/SOM-NB-CM;RestrictedKrbHost/SOM-NB-CM.HS.wvu-ad.wvu.edu;HOST/SOM-NB-CM.HS.wvu-ad.wvu.edu","CN=SOM-NB-CM,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYNA1FE$","HSOBGYNA1FE","5/25/2012 7:51:59 AM","10/13/2021 10:47:55 AM","CmRcService/HSOBGYNA1FE;CmRcService/HSOBGYNA1FE.HS.wvu-ad.wvu.edu;TERMSRV/HSOBGYNA1FE.HS.wvu-ad.wvu.edu;TERMSRV/HSOBGYNA1FE;RestrictedKrbHost/HSOBGYNA1FE;HOST/HSOBGYNA1FE;RestrictedKrbHost/HSOBGYNA1FE.HS.wvu-ad.wvu.edu;HOST/HSOBGYNA1FE.HS.wvu-ad.wvu.edu","CN=HSOBGYNA1FE,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"YOKIM-PC$","YOKIM-PC","12/19/2012 9:42:49 AM","10/13/2021 10:53:46 AM","TERMSRV/YOKIM-PC;TERMSRV/yokim-PC.HS.wvu-ad.wvu.edu;CmRcService/yokim-PC.HS.wvu-ad.wvu.edu;CmRcService/YOKIM-PC;RestrictedKrbHost/YOKIM-PC;HOST/YOKIM-PC;RestrictedKrbHost/YOKIM-PC.HS.wvu-ad.wvu.edu;HOST/YOKIM-PC.HS.wvu-ad.wvu.edu","CN=YOKIM-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H50704$","H50704","2/19/2014 4:00:26 PM","8/17/2021 8:25:54 AM","WSMAN/H50704.HS.wvu-ad.wvu.edu;WSMAN/H50704;CmRcService/H50704.HS.wvu-ad.wvu.edu;CmRcService/H50704;TERMSRV/H50704.HS.wvu-ad.wvu.edu;TERMSRV/H50704;RestrictedKrbHost/H50704;HOST/H50704;RestrictedKrbHost/H50704.HS.wvu-ad.wvu.edu;HOST/H50704.HS.wvu-ad.wvu.edu","CN=H50704,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ZEISS-CONFOCAL$","ZEISS-CONFOCAL","4/13/2009 9:06:57 PM","10/13/2021 10:53:46 AM","CmRcService/zeiss-confocal.HS.wvu-ad.wvu.edu;CmRcService/ZEISS-CONFOCAL;HOST/zeiss-confocal.HS.wvu-ad.wvu.edu;HOST/ZEISS-CONFOCAL","CN=ZEISS-CONFOCAL,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"hs-peds-90f1$","hs-peds-90f1","7/21/2010 11:27:17 AM","7/29/2019 3:24:08 PM","cifs/hs-peds-90f1.hs.wvu-ad.wvu.edu;afpserver/hs-peds-90f1.hs.wvu-ad.wvu.edu;host/hs-peds-90f1.hs.wvu-ad.wvu.edu;vnc/hs-peds-90f1.hs.wvu-ad.wvu.edu","CN=hs-peds-90f1,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-MBRADLEY$","ITSWEB-MBRADLEY","12/20/2011 10:15:38 AM","10/13/2021 10:50:56 AM","RestrictedKrbHost/ITSWEB-MBRADLEY;HOST/ITSWEB-MBRADLEY;RestrictedKrbHost/ITSWEB-MBRADLEY.HS.wvu-ad.wvu.edu;HOST/ITSWEB-MBRADLEY.HS.wvu-ad.wvu.edu","CN=ITSWEB-MBRADLEY,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNURSE215$","HSNURSE215","5/13/2013 2:09:00 PM","10/13/2021 10:47:55 AM","CmRcService/hsnurse215.HS.wvu-ad.wvu.edu;CmRcService/HSNURSE215;TERMSRV/HSNURSE215;TERMSRV/hsnurse215.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSNURSE215;HOST/HSNURSE215;RestrictedKrbHost/HSNURSE215.HS.wvu-ad.wvu.edu;HOST/HSNURSE215.HS.wvu-ad.wvu.edu","CN=HSNURSE215,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS0C3D$","HSPEDS0C3D","9/12/2011 10:43:45 AM","10/13/2021 10:48:10 AM","TERMSRV/hspeds0c3d.HS.wvu-ad.wvu.edu;TERMSRV/HSPEDS0C3D;CmRcService/hspeds0c3d.HS.wvu-ad.wvu.edu;CmRcService/HSPEDS0C3D;RestrictedKrbHost/HSPEDS0C3D;HOST/HSPEDS0C3D;RestrictedKrbHost/HSPEDS0C3D.HS.wvu-ad.wvu.edu;HOST/HSPEDS0C3D.HS.wvu-ad.wvu.edu","CN=HSPEDS0C3D,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDFB5B$","HSCEDFB5B","11/9/2012 9:54:32 AM","10/13/2021 10:45:05 AM","TERMSRV/HSCEDFB5B;TERMSRV/HSCEDFB5B.HS.wvu-ad.wvu.edu;CmRcService/HSCEDFB5B;CmRcService/HSCEDFB5B.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSCEDFB5B;RestrictedKrbHost/HSCEDFB5B.HS.wvu-ad.wvu.edu;HOST/HSCEDFB5B;HOST/HSCEDFB5B.HS.wvu-ad.wvu.edu","CN=HSCEDFB5B,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-SSHALLIE$","sph-sshallie","8/6/2014 7:36:24 AM","10/13/2021 10:53:13 AM","CmRcService/SPH-SSHALLIE;CmRcService/sph-sshallie.HS.wvu-ad.wvu.edu;TERMSRV/sph-sshallie.HS.wvu-ad.wvu.edu;TERMSRV/SPH-SSHALLIE;RestrictedKrbHost/sph-sshallie;HOST/sph-sshallie;RestrictedKrbHost/sph-sshallie.HS.wvu-ad.wvu.edu;HOST/sph-sshallie.HS.wvu-ad.wvu.edu","CN=sph-sshallie,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSWVCTSI89AB$","HSWVCTSI89AB","2/12/2014 11:59:40 AM","10/13/2021 10:50:40 AM","TERMSRV/HSWVCTSI89AB.HS.wvu-ad.wvu.edu;TERMSRV/HSWVCTSI89AB;CmRcService/HSWVCTSI89AB.HS.wvu-ad.wvu.edu;CmRcService/HSWVCTSI89AB;RestrictedKrbHost/HSWVCTSI89AB;HOST/HSWVCTSI89AB;RestrictedKrbHost/HSWVCTSI89AB.HS.wvu-ad.wvu.edu;HOST/HSWVCTSI89AB.HS.wvu-ad.wvu.edu","CN=HSWVCTSI89AB,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUF1Y2JK1$","CWVUF1Y2JK1","5/29/2012 1:19:45 PM","10/13/2021 10:43:06 AM","TERMSRV/CWVUF1Y2JK1;TERMSRV/CWVUF1Y2JK1.HS.wvu-ad.wvu.edu;CmRcService/CWVUF1Y2JK1.HS.wvu-ad.wvu.edu;CmRcService/CWVUF1Y2JK1;RestrictedKrbHost/CWVUF1Y2JK1;HOST/CWVUF1Y2JK1;RestrictedKrbHost/CWVUF1Y2JK1.HS.wvu-ad.wvu.edu;HOST/CWVUF1Y2JK1.HS.wvu-ad.wvu.edu","CN=CWVUF1Y2JK1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOME6C8$","HSSOME6C8","3/5/2014 11:03:37 AM","10/13/2021 10:49:01 AM","CmRcService/HSSOME6C8.HS.wvu-ad.wvu.edu;CmRcService/HSSOME6C8;WSMAN/HSSOME6C8;WSMAN/HSSOME6C8.HS.wvu-ad.wvu.edu;TERMSRV/HSSOME6C8;TERMSRV/HSSOME6C8.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSSOME6C8;HOST/HSSOME6C8;RestrictedKrbHost/HSSOME6C8.HS.wvu-ad.wvu.edu;HOST/HSSOME6C8.HS.wvu-ad.wvu.edu","CN=HSSOME6C8,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RHAM-SOM$","RHAM-SOM","3/24/2014 3:36:40 PM","10/13/2021 10:52:31 AM","TERMSRV/rham-som.HS.wvu-ad.wvu.edu;TERMSRV/RHAM-SOM;RestrictedKrbHost/RHAM-SOM;HOST/RHAM-SOM;RestrictedKrbHost/RHAM-SOM.HS.wvu-ad.wvu.edu;HOST/RHAM-SOM.HS.wvu-ad.wvu.edu","CN=RHAM-SOM,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H53535$","H53535","12/3/2014 2:56:23 PM","10/12/2021 9:07:04 AM","WSMAN/H53535.HS.wvu-ad.wvu.edu;WSMAN/H53535;CmRcService/H53535.HS.wvu-ad.wvu.edu;CmRcService/H53535;TERMSRV/H53535;TERMSRV/H53535.HS.wvu-ad.wvu.edu;RestrictedKrbHost/H53535;HOST/H53535;RestrictedKrbHost/H53535.HS.wvu-ad.wvu.edu;HOST/H53535.HS.wvu-ad.wvu.edu","CN=H53535,OU=Ortho,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MHUNTLEY-LAPTOP$","MHUNTLEY-LAPTOP","9/20/2012 10:58:50 AM","10/13/2021 10:51:34 AM","TERMSRV/MHUNTLEY-LAPTOP;TERMSRV/mhuntley-laptop.HS.wvu-ad.wvu.edu;CmRcService/MHUNTLEY-LAPTOP;CmRcService/mhuntley-laptop.HS.wvu-ad.wvu.edu;RestrictedKrbHost/MHUNTLEY-LAPTOP;HOST/MHUNTLEY-LAPTOP;RestrictedKrbHost/MHUNTLEY-LAPTOP.HS.wvu-ad.wvu.edu;HOST/MHUNTLEY-LAPTOP.HS.wvu-ad.wvu.edu","CN=MHUNTLEY-LAPTOP,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBEHM79E6$","HSBEHM79E6","9/4/2013 2:08:02 PM","10/13/2021 10:44:29 AM","CmRcService/HSBEHM79E6.HS.wvu-ad.wvu.edu;CmRcService/HSBEHM79E6;WSMAN/HSBEHM79E6;WSMAN/HSBEHM79E6.HS.wvu-ad.wvu.edu;TERMSRV/HSBEHM79E6;TERMSRV/HSBEHM79E6.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSBEHM79E6;HOST/HSBEHM79E6;RestrictedKrbHost/HSBEHM79E6.HS.wvu-ad.wvu.edu;HOST/HSBEHM79E6.HS.wvu-ad.wvu.edu","CN=HSBEHM79E6,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
