"SamAccountName","SourceOU","TargetOU"
"CED RECEIVING RW","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-343-hp170x Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-331-hplj1312 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED RECEIVED RW","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-room3-hplj3330 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-338-hplj1312 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-340-hp8550dn Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-306-hplj1518 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-330-bizhub501 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-340-hp500ps Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-231-brother-mfc-9460cdn Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"UACDD","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"HSC CED Databases Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-121-minolta421 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED Budget and Finance Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED RECEIVING RO","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"HSC CED Accounting Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED RECEIVED RO","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED Feeding & Swallowing Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED ORDERS","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-132-hplj1320 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-216-minolta-c3110 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-132-brother Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-343-minolta-c3110 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-132-minolta-c3110 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"$UACDD","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-231-minolta-c31110 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-316-bizhub360 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED WVATS Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-hp-cp2025dn Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-hp-Z5200","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED Anyone RW Share","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED TBI Program Share Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"HSC CED GrantManager Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED TBI State Share Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-208-hplj2491a Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-228-brother9460 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-234-hp1212 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-336-hpoj8500 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-room7-hpoj6500 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"HSC CED TBI_Admin Database Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-224-bizhub363 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"$SECUR","HSC/ADMIN/SECUR","HS Users/HSC/ADMIN/SECUR"
"$CONSULT","HSC/ADMIN/CONSULT","HS Users/HSC/ADMIN/CONSULT"
"$BIOSAF","HSC/ADMIN/BIOSAF","HS Users/HSC/ADMIN/BIOSAF"
"$SOMDEAN0","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"$SOMDEAN","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"$CONSULTANT","HSC/ADMIN/CONSULTANT","HS Users/HSC/ADMIN/CONSULTANT"
"$Ruby","HSC/ADMIN/Ruby","HS Users/HSC/ADMIN/Ruby"
"RADSAF","HSC/ADMIN","HS Users/HSC/ADMIN"
"$RADSAF","HSC/ADMIN/RADSAF","HS Users/HSC/ADMIN/RADSAF"
"$BRNI","HSC/ADMIN/BRNI","HS Users/HSC/ADMIN/BRNI"
"BRNI Rabbit Group","HSC/ADMIN/BRNI","HS Users/HSC/ADMIN/BRNI"
"RNI Provider Utilization Share Group","HSC/ADMIN/BRNI","HS Users/HSC/ADMIN/BRNI"
"BRNI users for RNI Share","HSC/ADMIN/BRNI","HS Users/HSC/ADMIN/BRNI"
"$DATASYS","HSC/ADMIN/DATASYS","HS Users/HSC/ADMIN/DATASYS"
"$BIOMED","HSC/ADMIN/BIOMED","HS Users/HSC/ADMIN/BIOMED"
"HS CTS Student Docs Group","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"$WVCTSI","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"d_study_Recruiting_Advertising_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Submissions_Final_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Monitoring_Correspondence_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Monitoring_Correspondence_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_QA_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Vol_Sched_Archive_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_Active_study_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_Waivers_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_QA_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Vol_Payment_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_Archive_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DataEntry_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_DrugAcct_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_VolPayCalc_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_QBoard_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_Protocol_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_VolPayCalc_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Monitoring_Correspondence_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Advertising_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_Waivers_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Lead_CRT","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Record_Checking_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DataEntry_Archive_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_Studies_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Submissions_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Health_Care_Associate","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Screening_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Vol_Payment_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"WVUCPRC WVUH Share Users Group","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Screening_Cal_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_General_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"cprc-145-intermecpc41 printer group","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_IRB_Approved_Generic_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Database_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Screening_Manager","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Screening_Waivers_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DataEntry_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_ICFDev_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Record_Checking_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DataEntry_Archive_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Study_Cal_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Screening_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DataEntry_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Training_Manager","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Database_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"WVUCPRC-External","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Technical_Writing_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Screening_Appts_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Screening_Archive_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Screening_Cal_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_General_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Screening_Appts_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Vol_Sched_Archive_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"cprc-143-minolta501 printer group","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Study_Cal_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_QA_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Administrative_Assistant","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_Approved_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_Studies_Active_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Screening_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Archive_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Vol_Sched_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_Budgeting_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_Archive_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_IRB_Approved_Generic_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"TestDLGroup","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_Archive_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Screening_Waivers_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_Approved_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_Protocol_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_Budgeting_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_Submitted_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_IT_Manager","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_Active_study_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_Active_study_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_Studies_Active_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Submissions_Archive_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_ICFDev_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_DrugAcct_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Screening_Supervisor","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Regulatory_RegDocs_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_PRR","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_Catering_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Vol_Sched_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Submissions_Final_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_Archive_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Physician","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Screening_Archive_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Regulatory_RegDocs_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Recruiting_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Regulatory_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_Studies_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Regulatory_Archive_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Submissions_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_Archive_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Submissions_Draft_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_Submitted_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Regulatory_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_Catering_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Regulatory_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Drug_Study_Unit_Supervisor","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Submissions_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Finance_Manager","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Data_Entry","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Community_Outreach_Manager","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_IRB_Specialist","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_QBoard_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Technical_Writing_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Submissions_Archive_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Research_Nurse","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Submissions_Draft_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Drug_Study_Unit_Manager","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Technical_Writing_o","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Clinical_DB_Manager","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Resource_Coordinator","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_QA_Specialist","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Research_Technician","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_IRB_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Study_Coordinator","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_QC_Specialist","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"j_Director","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_TechnicalWriting_Archive_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_Regulatory_Archive_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_TechnicalWriting_Archive_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_EmpSched_r","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"d_study_DSU_EmpSched_m","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"HS CTSI Finance Group","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"Funded Pilots Finance Group","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"$CENTREC","HSC/ADMIN/CENTREC","HS Users/HSC/ADMIN/CENTREC"
"$ETHICS","HSC/ADMIN/ETHICS","HS Users/HSC/ADMIN/ETHICS"
"HCOP","HSC/ADMIN","HS Users/HSC/ADMIN"
"$HCOP","HSC/ADMIN/HCOP","HS Users/HSC/ADMIN/HCOP"
"$PSI","HSC/ADMIN/PSI","HS Users/HSC/ADMIN/PSI"
"$email","HSC/ADMIN/SBI/email","HS Users/HSC/ADMIN/SBI/email"
"$SBI ","HSC/ADMIN/SBI/$SBI","HS Users/HSC/ADMIN/SBI/$SBI"
"HSTA Database RO","HSC/ADMIN/HSTA","HS Users/HSC/ADMIN/HSTA"
"$HSTA","HSC/ADMIN/HSTA","HS Users/HSC/ADMIN/HSTA"
"HSTA Database Full","HSC/ADMIN/HSTA","HS Users/HSC/ADMIN/HSTA"
"$Visitors","HSC/ADMIN/Visitors","HS Users/HSC/ADMIN/Visitors"
"$RCB","HSC/ADMIN/RCB","HS Users/HSC/ADMIN/RCB"
"2356-hplj4015 Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"InfoBlox Group","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"MBAMHelpDsk","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"SCCM Remote Tools Operators","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"Grads","HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services/GRADS","HS Users/HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services/GRADS"
"HSC Learning Center","HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services"
"2041-minolta-3110 Group","HSC/ADMIN/ITS/Application and Web Services","HS Users/HSC/ADMIN/ITS/Application and Web Services"
"Infosec Folder RW Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"CHSC IT","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"2914-hpljp2035n Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"g290-hp-cp4025","HSC/ADMIN/ITS Group","HS Users/HSC/ADMIN/ITS Group"
"HSC WVSTEPS CPX","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"HSC WVSTEPS Access Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"WVSTEPS Fiscal Reports Share Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"WVSTEPS Classroom Share Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"3601-Minolta-C3100P Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"Simulation Requests Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"3618-hpljc4600 Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"Rural Health","HSC/ADMIN/RURHEA","HS Users/HSC/ADMIN/RURHEA"
"$RURHEA","HSC/ADMIN/RURHEA","HS Users/HSC/ADMIN/RURHEA"
